Title,Author,ISBN,Genre,Description,CoverUrl,RentalPrice,Copies
"Hickory Dickory Death","Agatha Christie",9787513323,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/13014831-L.jpg,2.99,1
"Breaking Dawn","Stephenie Meyer",9788937832,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12643419-L.jpg,5.99,3
"Five on a Treasure Island","Enid Blyton",9780750051,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14570937-L.jpg,3.99,5
"Endless Night","Agatha Christie",9782702480,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12855084-L.jpg,4.99,2
"The Nine Tailors","Dorothy L. Sayers",0340487682,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/482463-L.jpg,7.99,1
"The Rainmaker","John Grisham",8804423013,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/9322929-L.jpg,4.99,4
"Red Dragon","Thomas Harris",2744155535,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6997898-L.jpg,3.99,1
"Cover Her Face","P. D. James",9788490703,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4992137-L.jpg,2.99,6
"The Bad Place","Dean Koontz",9783453061,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6380577-L.jpg,4.99,1
"Five Go Adventuring Again","Enid Blyton",9789895557,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14601324-L.jpg,7.99,2
"A Case of Need","Michael Crichton",0451183665,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12369402-L.jpg,2.99,7
"Five Run Away Together","Enid Blyton",9780340996,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14605167-L.jpg,3.99,2
"Stormbreaker","Anthony Horowitz",9782013224,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5081706-L.jpg,1.99,6
"A Taste for Death","P. D. James",9789501510,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/2203594-L.jpg,9.99,2
"Point Blanc","Anthony Horowitz",9782012007,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/259930-L.jpg,7.99,7
"The confidential agent","Graham Greene",0434305553,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/97527-L.jpg,1.99,1
"Innocent Blood","P. D. James",8804415940,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/2203537-L.jpg,3.99,1
"Bunnicula","Deborah Howe",9789681645,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/8536550-L.jpg,2.99,2
"Herr der Diebe","Cornelia Funke",2012008283,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/3348719-L.jpg,5.99,3
"Bobbsey Twins in the Country, The","Laura Lee Hope",9781582880,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/753744-L.jpg,2.99,3
"Where Are the Children?","Mary Higgins Clark",2724222326,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4796285-L.jpg,2.99,6
"Flying finish","Dick Francis",0671509268,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6950216-L.jpg,2.99,1
"Five Go Off in a Caravan","Enid Blyton",2010184246,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14608017-L.jpg,1.99,4
"Say Cheese and Die!","Robert Lawrence Stine",9782762574,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/384112-L.jpg,4.99,3
"The ruby in the smoke (Sally Lockhart #1)","Philip Pullman",9785699350,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/634667-L.jpg,3.99,3
"Surprise Island","Gertrude Chandler Warner",9780807576,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6998471-L.jpg,3.99,2
"The Wave","Todd Strasser",3473580082,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/283478-L.jpg,3.99,2
"""A"" is for Alibi","Sue Grafton",9780613034,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/7888268-L.jpg,1.99,1
"Mystery Ranch","Gertrude Chandler Warner",9787535376,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/10540498-L.jpg,7.99,1
"Shadow in the north (Sally Lockhart #2)","Philip Pullman",0192715488,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/254688-L.jpg,9.99,2
"A dark-adapted eye","Ruth Rendell",9780141040,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/296451-L.jpg,5.99,3
"Bonecrack","Dick Francis",0330234471,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6918732-L.jpg,4.99,2
"Welcome to Dead House","Robert Lawrence Stine",9780545086,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/11290170-L.jpg,4.99,1
"Weep No More, My Lady","Mary Higgins Clark",9785699146,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/404297-L.jpg,9.99,5
"A dark, dark tale","Ruth Brown",0773673717,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/7232508-L.jpg,1.99,1
"One for the Money","Janet Evanovich",0312990456,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14361811-L.jpg,4.99,7
"Five on Finniston Farm","Enid Blyton",0340653205,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14575874-L.jpg,4.99,1
"DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries)","Walter Mosley",8422656914,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/403944-L.jpg,9.99,3
"The Bridesmaid","Ruth Rendell",2702119425,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4068534-L.jpg,2.99,2
"Five on a Secret Trail","Enid Blyton",9782010010,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14600237-L.jpg,5.99,1
"Exclusive","Sandra Brown",8408023020,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/9619468-L.jpg,3.99,1
"Five go to the Mystery Moor","Enid Blyton",9782010181,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12163672-L.jpg,3.99,4
"L'étoile mystérieuse","Hergé",9780316198,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/491676-L.jpg,4.99,2
"Un Disparatado Viaje A Ratikistan","Elisabetta Dami",8408049100,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/2540322-L.jpg,3.99,2
"The tiger in the well","Philip Pullman",8495618494,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5418308-L.jpg,4.99,2
"Giù le zampe, faccia di fontina!","Elisabetta Dami",9789058930,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/278421-L.jpg,1.99,1
"Second Form at Malory Towers","Enid Blyton",9789024000,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14603046-L.jpg,1.99,2
"The Moon-Spinners","Mary Stewart",0854567089,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/25900-L.jpg,1.99,2
"La Sonrisa De Mona Ratisa","Elisabetta Dami",9783933813,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/3324757-L.jpg,3.99,1
"I Am the Messenger","Markus Zusak",9789866973,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4319082-L.jpg,5.99,2
"Loves Music, Loves to Dance","Mary Higgins Clark",8401324033,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/3962592-L.jpg,3.99,2
"More Work for the Undertaker","Margery Allingham",9782917559,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/77157-L.jpg,3.99,5
"Encyclopedia Brown, Boy Detective","Donald J. Sobol",8427243316,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/3369815-L.jpg,3.99,1
"Behold, Here's Poison","Georgette Heyer",9781405645,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12670586-L.jpg,4.99,1
"Detection Unlimited","Georgette Heyer",0553110403,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/7002667-L.jpg,5.99,2
"I am the Cheese","Robert Cormier",8448303822,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12718970-L.jpg,5.99,7
"Noisy Nora","Rosemary Wells",8437215234,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/2137654-L.jpg,2.99,7
"Hoot","Carl Hiaasen",9789862166,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/9320679-L.jpg,7.99,3
"The Mystery of the Burnt Cottage","Enid Blyton",9781405266,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14603709-L.jpg,1.99,3
"While my pretty one sleeps","Mary Higgins Clark",2724273354,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5408818-L.jpg,3.99,3
"Night of the Seventh Moon","Eleanor Burford",8466317759,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/7884650-L.jpg,5.99,3
"Five Go Off to Camp","Enid Blyton",0340040033,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6990699-L.jpg,7.99,1
"The Mystery of the Secret Room","Enid Blyton",0603561691,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14599593-L.jpg,7.99,1
"The Time of the Hunter's Moon","Eleanor Burford",9780007235,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5277552-L.jpg,2.99,1
"El galeón de los Gatos Piratas","Elisabetta Dami",9786070703,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/11014054-L.jpg,2.99,2
"One Of Us Is Lying","Karen M. McManus",9786059585,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/12503935-L.jpg,4.99,2
"Five Go to Demon's Rocks","Enid Blyton",9783570078,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6600151-L.jpg,1.99,4
"Il mistero della piramide di formaggio","Elisabetta Dami",2226153209,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5006979-L.jpg,3.99,2
"Il castello di Zampaciccia Zanzamiao","Elisabetta Dami",9782226157,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5020675-L.jpg,5.99,3
"The Mystery of Tally-Ho Cottage","Enid Blyton",9781444930,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/11683889-L.jpg,2.99,3
"Secret Seven on the Trail","Enid Blyton",2010054849,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14596585-L.jpg,9.99,1
"Five Are Together Again","Enid Blyton",8447320375,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14576928-L.jpg,5.99,3
"The Egypt game","Zilpha Keatley Snyder",0440220254,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/282839-L.jpg,5.99,2
"Let's Get Invisible!","Robert Lawrence Stine",9783570201,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/8274937-L.jpg,4.99,3
"Proof","Dick Francis",9781405916,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4191193-L.jpg,3.99,4
"The clue in the old stagecoach","Carolyn Keene",2010162471,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/15146728-L.jpg,7.99,7
"Il Fantasma del Metrò","Elisabetta Dami",9787539165,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/3348723-L.jpg,7.99,1
"Lion in the valley","Elizabeth Peters",9780061429,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6992389-L.jpg,1.99,1
"Secret Seven Adventure","Enid Blyton",9780340714,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14600356-L.jpg,2.99,1
"The Mystery of the Pantomime Cat","Enid Blyton",9780603569,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/14602709-L.jpg,1.99,7
"Il Codice del Drago","Elisabetta Dami",2226170642,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6392893-L.jpg,7.99,2
"Snakehead","Anthony Horowitz",9783473352,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/1199539-L.jpg,4.99,3
"The mummy case","Elizabeth Peters",0446601934,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/6986151-L.jpg,1.99,2
"Moonlight Becomes You","Mary Higgins Clark",2744104280,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/425243-L.jpg,3.99,6
"The original adventures of Hank the Cowdog","John R. Erickson",9780606188,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/4062524-L.jpg,5.99,4
"The Boggart (The Boggart #1)","Susan Cooper",0689801734,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/438551-L.jpg,5.99,1
"Short Stories (Murders in the Rue Morgue / Mystery of Marie Roget / Purloined Letter)","Edgar Allan Poe",9722519158,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/2691390-L.jpg,5.99,15
"The Maze of Bones","Rick Riordan",9781443109,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/5723136-L.jpg,3.99,19
"The haunted showboat","Carolyn Keene",2010086082,"Mystery And Detective Stories","A book about mystery and detective stories.",https://covers.openlibrary.org/b/id/15151338-L.jpg,1.99,3
